Year,Month,Quarter,Period,Country,Sector,Deal Type, Value 
2008,5,Q2,2008Q2,Brazil,Biofuels,Asset finance investments, 1.51 
2011,1,Q1,2011Q1,Brazil,Biofuels,Asset finance investments, 17.64 
2009,4,Q2,2009Q2,Brazil,Biofuels,Asset finance investments, 2.75 
2009,11,Q4,2009Q4,Brazil,Biofuels,Asset finance investments, 14.78 
2007,1,Q1,2007Q1,Brazil,Biofuels,Asset finance investments, 9.34 
2010,3,Q1,2010Q1,Brazil,Biofuels,Asset finance investments, 18.70 
2005,9,Q3,< 2006,Brazil,Biofuels,Asset finance investments, 21.74 
2007,11,Q4,2007Q4,Brazil,Biofuels,Asset finance investments, 74.00 
2007,2,Q1,2007Q1,Brazil,Biofuels,Asset finance investments, 4.54 
2011,9,Q3,2011Q3,Brazil,Wind,Asset finance investments, 120.96 
2011,9,Q3,2011Q3,Brazil,Wind,Asset finance investments, 65.53 
2011,12,Q4,2011Q4,Brazil,Wind,VC/PE investments, 31.00 
2008,8,Q3,2008Q3,Brazil,Biomass & Waste,Asset finance investments, 30.92 
2008,6,Q2,2008Q2,Brazil,Biomass & Waste,Asset finance investments, 92.83 
2004,5,Q2,< 2006,Brazil,Biofuels,Asset finance investments, 2.84 
2007,8,Q3,2007Q3,Brazil,Biofuels,Asset finance investments, 66.68 
2008,10,Q4,2008Q4,Brazil,Biofuels,Asset finance investments, 10.92 
2007,11,Q4,2007Q4,Brazil,Biofuels,Asset finance investments, 3.53 
2009,9,Q3,2009Q3,Brazil,Biofuels,Asset finance investments, 17.90 
2012,11,Q4,2012Q4,Brazil,Biofuels,Asset finance investments, 30.23 
2006,6,Q2,2006Q2,Brazil,Biofuels,Asset finance investments, 18.48 
2008,1,Q1,2008Q1,Brazil,Biofuels,Asset finance investments, 5.76 
2010,10,Q4,2010Q4,Brazil,Biofuels,Asset finance investments, 15.00 
2009,10,Q4,2009Q4,Brazil,Biofuels,VC/PE investments, 244.88 
2005,10,Q4,< 2006,Brazil,Biofuels,Asset finance investments, 61.55 
2010,3,Q1,2010Q1,Brazil,Biofuels,Asset finance investments, 86.28 
2011,12,Q4,2011Q4,Brazil,Biofuels,Asset finance investments, 87.31 
2011,10,Q4,2011Q4,Brazil,Biomass & Waste,Asset finance investments, 205.90 
2014,6,Q2,2014Q2,Brazil,Biomass & Waste,Asset finance investments, 13.52 
2006,11,Q4,2006Q4,Brazil,Biofuels,Asset finance investments, 4.42 
2009,12,Q4,2009Q4,Brazil,Biofuels,Asset finance investments, 3.77 
2006,4,Q2,2006Q2,Brazil,Biofuels,Asset finance investments, 28.36 
2007,4,Q2,2007Q2,Brazil,Biofuels,Asset finance investments, 6.97 
2010,7,Q3,2010Q3,Brazil,Biofuels,Asset finance investments, 43.37 
2007,10,Q4,2007Q4,Brazil,Small Hydro,Asset finance investments, 42.50 
2008,12,Q4,2008Q4,Brazil,Small Hydro,Asset finance investments, 32.78 
2007,7,Q3,2007Q3,Brazil,Biofuels,Asset finance investments, 36.29 
2007,3,Q1,2007Q1,Brazil,Biofuels,Asset finance investments, 172.60 
2010,1,Q1,2010Q1,Brazil,Biofuels,Asset finance investments, 272.35 
2017,8,Q3,2017Q3,Brazil,Small Hydro,Asset finance investments, 53.28 
2011,5,Q2,2011Q2,Brazil,Biofuels,Asset finance investments, 16.80 
2008,6,Q2,2008Q2,Brazil,Biomass & Waste,Asset finance investments, 246.88 
2007,7,Q3,2007Q3,Brazil,Biofuels,Asset finance investments, 9.69 
2008,2,Q1,2008Q1,Brazil,Wind,Asset finance investments, 429.22 
2012,12,Q4,2012Q4,Brazil,Biofuels,Asset finance investments, 352.85 
2014,9,Q3,2014Q3,Brazil,Biofuels,Asset finance investments, 94.00 
2009,7,Q3,2009Q3,Brazil,Small Hydro,Asset finance investments, 68.88 
2008,1,Q1,2008Q1,Brazil,Small Hydro,Asset finance investments, 125.82 
2008,2,Q1,2008Q1,Brazil,Small Hydro,Asset finance investments, 27.77 
2007,10,Q4,2007Q4,Brazil,Small Hydro,Asset finance investments, 29.31 
2006,1,Q1,2006Q1,Brazil,Small Hydro,Asset finance investments, 32.46 
2007,3,Q1,2007Q1,Brazil,Small Hydro,Asset finance investments, 14.75 
2007,4,Q2,2007Q2,Brazil,Biofuels,Asset finance investments, 147.46 
2008,8,Q3,2008Q3,Brazil,Biofuels,Asset finance investments, 99.79 
2005,12,Q4,< 2006,Brazil,Small Hydro,Asset finance investments, 351.69 
2005,12,Q4,< 2006,Brazil,Small Hydro,Asset finance investments, 7.43 
2006,1,Q1,2006Q1,Brazil,Small Hydro,Asset finance investments, 76.58 
2006,1,Q1,2006Q1,Brazil,Small Hydro,Asset finance investments, 81.65 
2005,12,Q4,< 2006,Brazil,Small Hydro,Asset finance investments, 32.17 
2012,12,Q4,2012Q4,Brazil,Solar,Asset finance investments, 3.41 
2008,12,Q4,2008Q4,Brazil,Biofuels,VC/PE investments, 20.90 
2011,6,Q2,2011Q2,Brazil,Wind,Asset finance investments, 295.20 
2015,9,Q3,2015Q3,Brazil,Biomass & Waste,Asset finance investments, 44.64 
2013,8,Q3,2013Q3,Brazil,Wind,Asset finance investments, 28.57 
2013,8,Q3,2013Q3,Brazil,Wind,Asset finance investments, 31.48 
2013,8,Q3,2013Q3,Brazil,Wind,Asset finance investments, 45.38 
2013,8,Q3,2013Q3,Brazil,Wind,Asset finance investments, 31.76 
2013,8,Q3,2013Q3,Brazil,Wind,Asset finance investments, 44.60 
2013,8,Q3,2013Q3,Brazil,Wind,Asset finance investments, 34.03 
2013,8,Q3,2013Q3,Brazil,Wind,Asset finance investments, 35.65 
2007,3,Q1,2007Q1,Brazil,Biofuels,VC/PE investments, 200.00 
2008,12,Q4,2008Q4,Brazil,Biofuels,VC/PE investments, 60.00 
2011,2,Q1,2011Q1,Brazil,Biofuels,Asset finance investments, 18.90 
2014,1,Q1,2014Q1,Brazil,Biofuels,Asset finance investments, 27.34 
2008,8,Q3,2008Q3,Brazil,Biofuels,Asset finance investments," 1,131.01 "
2004,3,Q1,< 2006,Brazil,Small Hydro,Asset finance investments, 65.37 
2015,12,Q4,2015Q4,Brazil,Wind,Asset finance investments, 51.15 
2015,3,Q1,2015Q1,Brazil,Wind,Asset finance investments, 62.37 
2015,12,Q4,2015Q4,Brazil,Wind,Asset finance investments, 37.19 
2014,1,Q1,2014Q1,Brazil,Small Hydro,Asset finance investments, 45.00 
2011,11,Q4,2011Q4,Brazil,Wind,Asset finance investments, 188.50 
2009,10,Q4,2009Q4,Brazil,Small Hydro,Asset finance investments, 63.47 
2015,5,Q2,2015Q2,Brazil,Wind,Asset finance investments, 62.37 
2015,2,Q1,2015Q1,Brazil,Wind,Asset finance investments, 47.25 
2008,8,Q3,2008Q3,Brazil,Small Hydro,Asset finance investments, 31.11 
2007,2,Q1,2007Q1,Brazil,Small Hydro,Asset finance investments, 60.18 
2008,8,Q3,2008Q3,Brazil,Small Hydro,Asset finance investments, 56.98 
2008,8,Q3,2008Q3,Brazil,Small Hydro,Asset finance investments, 56.92 
2010,11,Q4,2010Q4,Brazil,Small Hydro,Asset finance investments, 89.23 
2004,9,Q3,< 2006,Brazil,Small Hydro,Asset finance investments, 38.89 
2011,11,Q4,2011Q4,Brazil,Small Hydro,Asset finance investments, 79.40 
2011,11,Q4,2011Q4,Brazil,Small Hydro,Asset finance investments, 109.37 
2012,3,Q1,2012Q1,Brazil,Biofuels,Asset finance investments, 19.81 
2014,1,Q1,2014Q1,Brazil,Biofuels,Asset finance investments, 0.04 
2006,6,Q2,2006Q2,Brazil,Biofuels,Asset finance investments, 23.72 
2009,5,Q2,2009Q2,Brazil,Biofuels,Asset finance investments, 15.17 
2015,7,Q3,2015Q3,Brazil,Biofuels,Asset finance investments, 19.60 
2005,9,Q3,< 2006,Brazil,Biofuels,Asset finance investments, 7.01 
2008,10,Q4,2008Q4,Brazil,Biofuels,Asset finance investments, 698.45 
2011,10,Q4,2011Q4,Brazil,Biofuels,Asset finance investments, 34.63 
2006,11,Q4,2006Q4,Brazil,Biomass & Waste,Asset finance investments, 11.56 
2014,3,Q1,2014Q1,Brazil,Small Hydro,Asset finance investments, 83.24 
2009,4,Q2,2009Q2,Brazil,Biofuels,Asset finance investments, 557.94 
2009,6,Q2,2009Q2,Brazil,Small Hydro,Asset finance investments, 4.26 
2007,2,Q1,2007Q1,Brazil,Small Hydro,Asset finance investments, 40.73 
2005,1,Q1,< 2006,Brazil,Small Hydro,Asset finance investments, 15.82 
2007,9,Q3,2007Q3,Brazil,Biofuels,Asset finance investments, 2.27 
2009,9,Q3,2009Q3,Brazil,Biofuels,Asset finance investments, 0.08 
2005,5,Q2,< 2006,Brazil,Small Hydro,Asset finance investments, 8.75 
2012,6,Q2,2012Q2,Brazil,Small Hydro,Asset finance investments, 16.80 
2012,5,Q2,2012Q2,Brazil,Biofuels,Asset finance investments, 82.26 
2013,3,Q1,2013Q1,Brazil,Biofuels,Asset finance investments, 82.87 
2009,8,Q3,2009Q3,Brazil,Biofuels,Asset finance investments, 36.94 
2011,8,Q3,2011Q3,Brazil,Biofuels,Asset finance investments, 31.50 
2007,9,Q3,2007Q3,Brazil,Biomass & Waste,Asset finance investments, 8.00 
2008,5,Q2,2008Q2,Brazil,Biofuels,Asset finance investments, 90.22 
2017,10,Q4,2017Q4,Brazil,Solar,Asset finance investments, 50.54 
2015,8,Q3,2015Q3,Brazil,Small Hydro,Asset finance investments, 23.06 
2017,3,Q1,2017Q1,Brazil,Small Hydro,Asset finance investments, 12.99 
2014,10,Q4,2014Q4,Brazil,Small Hydro,Asset finance investments, 36.00 
2009,7,Q3,2009Q3,Brazil,Biofuels,Asset finance investments, 145.93 
2006,8,Q3,2006Q3,Brazil,Biofuels,Asset finance investments, 36.71 
2008,2,Q1,2008Q1,Brazil,Biofuels,Asset finance investments, 17.99 
2007,3,Q1,2007Q1,Brazil,Small Hydro,Asset finance investments, 6.18 
2010,6,Q2,2010Q2,Brazil,Wind,Asset finance investments, 12.46 
2010,2,Q1,2010Q1,Brazil,Biomass & Waste,Asset finance investments, 105.04 
2008,4,Q2,2008Q2,Brazil,Biomass & Waste,Asset finance investments, 26.33 
2010,10,Q4,2010Q4,Brazil,Biofuels,Asset finance investments, 76.22 
2010,4,Q2,2010Q2,Brazil,Biomass & Waste,Asset finance investments, 96.89 
2005,12,Q4,< 2006,Brazil,Small Hydro,Asset finance investments, 9.69 
2005,6,Q2,< 2006,Brazil,Biomass & Waste,Asset finance investments, 76.88 
2005,9,Q3,< 2006,Brazil,Biomass & Waste,Asset finance investments, 18.30 
2009,5,Q2,2009Q2,Brazil,Biomass & Waste,Asset finance investments, 33.48 
2008,10,Q4,2008Q4,Brazil,Biofuels,Asset finance investments, 19.99 
2014,10,Q4,2014Q4,Brazil,Biofuels,Asset finance investments, 32.90 
2015,1,Q1,2015Q1,Brazil,Wind,Asset finance investments, 54.60 
2015,8,Q3,2015Q3,Brazil,Wind,Asset finance investments, 53.55 
2014,6,Q2,2014Q2,Brazil,Wind,Asset finance investments, 306.46 
2014,10,Q4,2014Q4,Brazil,Wind,Asset finance investments, 41.53 
2014,12,Q4,2014Q4,Brazil,Wind,Asset finance investments, 38.04 
2015,1,Q1,2015Q1,Brazil,Wind,Asset finance investments, 47.25 
2014,12,Q4,2014Q4,Brazil,Wind,Asset finance investments, 51.00 
2014,10,Q4,2014Q4,Brazil,Wind,Asset finance investments, 41.53 
2014,10,Q4,2014Q4,Brazil,Wind,Asset finance investments, 41.53 
2014,12,Q4,2014Q4,Brazil,Wind,Asset finance investments, 38.04 
2014,10,Q4,2014Q4,Brazil,Wind,Asset finance investments, 41.53 
2015,5,Q2,2015Q2,Brazil,Wind,Asset finance investments, 53.55 
2014,12,Q4,2014Q4,Brazil,Wind,Asset finance investments, 38.04 
2014,10,Q4,2014Q4,Brazil,Wind,Asset finance investments, 41.53 
2016,2,Q1,2016Q1,Brazil,Wind,Asset finance investments, 31.30 
2016,3,Q1,2016Q1,Brazil,Wind,Asset finance investments, 47.00 
2015,9,Q3,2015Q3,Brazil,Wind,Asset finance investments, 47.25 
2015,1,Q1,2015Q1,Brazil,Wind,Asset finance investments, 63.00 
2016,2,Q1,2016Q1,Brazil,Wind,Asset finance investments, 58.03 
2016,2,Q1,2016Q1,Brazil,Wind,Asset finance investments, 32.00 
2016,6,Q2,2016Q2,Brazil,Wind,Asset finance investments, 43.00 
2016,5,Q2,2016Q2,Brazil,Wind,Asset finance investments, 51.00 
2016,4,Q2,2016Q2,Brazil,Wind,Asset finance investments, 51.00 
2016,5,Q2,2016Q2,Brazil,Wind,Asset finance investments, 51.00 
2016,4,Q2,2016Q2,Brazil,Wind,Asset finance investments, 46.90 
2014,10,Q4,2014Q4,Brazil,Wind,Asset finance investments, 51.00 
2014,10,Q4,2014Q4,Brazil,Wind,Asset finance investments, 51.00 
2014,10,Q4,2014Q4,Brazil,Wind,Asset finance investments, 51.00 
2016,9,Q3,2016Q3,Brazil,Wind,Asset finance investments, 56.00 
2015,9,Q3,2015Q3,Brazil,Wind,Asset finance investments, 47.25 
2015,9,Q3,2015Q3,Brazil,Wind,Asset finance investments, 47.25 
2015,9,Q3,2015Q3,Brazil,Wind,Asset finance investments, 47.25 
2015,10,Q4,2015Q4,Brazil,Wind,Asset finance investments, 51.66 
2015,12,Q4,2015Q4,Brazil,Wind,Asset finance investments, 51.66 
2015,12,Q4,2015Q4,Brazil,Wind,Asset finance investments, 38.15 
2015,10,Q4,2015Q4,Brazil,Wind,Asset finance investments, 41.33 
2015,12,Q4,2015Q4,Brazil,Wind,Asset finance investments, 31.50 
2016,6,Q2,2016Q2,Brazil,Wind,Asset finance investments, 50.80 
2016,3,Q1,2016Q1,Brazil,Wind,Asset finance investments, 54.00 
2016,3,Q1,2016Q1,Brazil,Wind,Asset finance investments, 30.60 
2015,8,Q3,2015Q3,Brazil,Wind,Asset finance investments, 53.55 
2017,1,Q1,2017Q1,Brazil,Wind,Asset finance investments, 49.20 
2017,11,Q4,2017Q4,Brazil,Wind,Asset finance investments, 49.20 
2017,11,Q4,2017Q4,Brazil,Wind,Asset finance investments, 49.20 
2018,1,Q1,2018Q1,Brazil,Wind,Asset finance investments, 52.33 
2015,8,Q3,2015Q3,Brazil,Wind,Asset finance investments, 53.55 
2015,8,Q3,2015Q3,Brazil,Wind,Asset finance investments, 53.55 
2015,8,Q3,2015Q3,Brazil,Wind,Asset finance investments, 53.55 
2017,11,Q4,2017Q4,Brazil,Wind,Asset finance investments, 49.20 
2007,12,Q4,2007Q4,Brazil,Small Hydro,Asset finance investments, 14.60 
2013,9,Q3,2013Q3,Brazil,Wind,Asset finance investments, 37.98 
2013,9,Q3,2013Q3,Brazil,Wind,Asset finance investments, 40.97 
2013,9,Q3,2013Q3,Brazil,Wind,Asset finance investments, 45.07 
2014,10,Q4,2014Q4,Brazil,Small Hydro,Asset finance investments, 20.58 
2017,5,Q2,2017Q2,Brazil,Small Hydro,Asset finance investments, 6.18 
2014,12,Q4,2014Q4,Brazil,Wind,Asset finance investments, 48.78 
2014,8,Q3,2014Q3,Brazil,Small Hydro,Asset finance investments, 22.80 
2012,3,Q1,2012Q1,Brazil,Wind,Asset finance investments, 279.19 
2008,11,Q4,2008Q4,Brazil,Biofuels,Asset finance investments, 3.10 
2010,12,Q4,2010Q4,Brazil,Wind,Asset finance investments, 14.06 
2015,11,Q4,2015Q4,Brazil,Wind,Asset finance investments, 94.71 
2011,3,Q1,2011Q1,Brazil,Biomass & Waste,Asset finance investments, 0.85 
2013,4,Q2,2013Q2,Brazil,Small Hydro,Asset finance investments, 24.18 
2007,9,Q3,2007Q3,Brazil,Biofuels,Asset finance investments, 3.65 
2009,6,Q2,2009Q2,Brazil,Small Hydro,Asset finance investments, 66.46 
2010,12,Q4,2010Q4,Brazil,Small Hydro,Asset finance investments, 79.88 
2011,5,Q2,2011Q2,Brazil,Biomass & Waste,Asset finance investments, 5.58 
2012,12,Q4,2012Q4,Brazil,Solar,Asset finance investments, 18.75 
2012,4,Q2,2012Q2,Brazil,Solar,Asset finance investments, 13.43 
2010,2,Q1,2010Q1,Brazil,Small Hydro,Asset finance investments, 5.09 
2012,2,Q1,2012Q1,Brazil,Small Hydro,Asset finance investments, 3.70 
2007,10,Q4,2007Q4,Brazil,Biofuels,Asset finance investments, 1.14 
2009,11,Q4,2009Q4,Brazil,Small Hydro,Asset finance investments, 18.26 
2006,1,Q1,2006Q1,Brazil,Biofuels,Asset finance investments, 4.80 
2007,5,Q2,2007Q2,Brazil,Biofuels,Asset finance investments, 51.30 
2015,4,Q2,2015Q2,Brazil,Wind,Asset finance investments, 47.25 
2014,12,Q4,2014Q4,Brazil,Wind,Asset finance investments, 40.00 
2015,9,Q3,2015Q3,Brazil,Wind,Asset finance investments, 51.66 
2015,5,Q2,2015Q2,Brazil,Wind,Asset finance investments, 37.80 
2015,9,Q3,2015Q3,Brazil,Wind,Asset finance investments, 44.77 
2015,9,Q3,2015Q3,Brazil,Wind,Asset finance investments, 47.25 
2017,7,Q3,2017Q3,Brazil,Wind,Asset finance investments, 22.82 
2017,1,Q1,2017Q1,Brazil,Wind,Asset finance investments, 53.00 
2017,7,Q3,2017Q3,Brazil,Wind,Asset finance investments, 51.86 
2017,3,Q1,2017Q1,Brazil,Wind,Asset finance investments, 23.77 
2017,6,Q2,2017Q2,Brazil,Wind,Asset finance investments, 56.91 
2017,12,Q4,2017Q4,Brazil,Wind,Asset finance investments, 35.28 
2017,7,Q3,2017Q3,Brazil,Wind,Asset finance investments, 32.15 
2017,5,Q2,2017Q2,Brazil,Wind,Asset finance investments, 56.91 
2017,12,Q4,2017Q4,Brazil,Wind,Asset finance investments, 61.46 
2017,1,Q1,2017Q1,Brazil,Wind,Asset finance investments, 51.22 
2007,1,Q1,2007Q1,Brazil,Biofuels,Asset finance investments, 19.38 
2014,12,Q4,2014Q4,Brazil,Small Hydro,Asset finance investments, 8.19 
2011,11,Q4,2011Q4,Brazil,Small Hydro,Asset finance investments, 16.20 
2008,12,Q4,2008Q4,Brazil,Biofuels,Asset finance investments, 74.83 
2013,9,Q3,2013Q3,Brazil,Biomass & Waste,Asset finance investments, 81.95 
2007,12,Q4,2007Q4,Brazil,Biofuels,Asset finance investments, 294.93 
2014,12,Q4,2014Q4,Brazil,Biomass & Waste,Asset finance investments, 251.10 
2012,2,Q1,2012Q1,Brazil,Small Hydro,Asset finance investments, 12.69 
2012,11,Q4,2012Q4,Brazil,Small Hydro,Asset finance investments, 5.01 
2010,8,Q3,2010Q3,Brazil,Small Hydro,Asset finance investments, 20.41 
2012,3,Q1,2012Q1,Brazil,Small Hydro,Asset finance investments, 18.51 
2009,8,Q3,2009Q3,Brazil,Small Hydro,Asset finance investments, 24.89 
2007,4,Q2,2007Q2,Brazil,Biofuels,Asset finance investments, 9.07 
2010,5,Q2,2010Q2,Brazil,Biofuels,Asset finance investments, 18.19 
2010,9,Q3,2010Q3,Brazil,Small Hydro,Asset finance investments, 3.42 
2012,8,Q3,2012Q3,Brazil,Biomass & Waste,Asset finance investments, 20.62 
2017,4,Q2,2017Q2,Brazil,Wind,Asset finance investments, 61.46 
2017,4,Q2,2017Q2,Brazil,Wind,Asset finance investments, 52.35 
2005,6,Q2,< 2006,Brazil,Small Hydro,Asset finance investments, 7.56 
2014,10,Q4,2014Q4,Brazil,Wind,Asset finance investments, 28.00 
2005,4,Q2,< 2006,Brazil,Biomass & Waste,Asset finance investments, 145.06 
2007,1,Q1,2007Q1,Brazil,Biofuels,VC/PE investments, 240.00 
2007,6,Q2,2007Q2,Brazil,Biomass & Waste,Asset finance investments, 31.10 
2012,9,Q3,2012Q3,Brazil,Biomass & Waste,Asset finance investments, 43.49 
2012,1,Q1,2012Q1,Brazil,Small Hydro,Asset finance investments, 31.73 
2006,1,Q1,2006Q1,Brazil,Biofuels,Asset finance investments, 117.67 
2009,3,Q1,2009Q1,Brazil,Biofuels,Asset finance investments, 129.49 
2011,5,Q2,2011Q2,Brazil,Biofuels,Asset finance investments, 18.80 
2014,9,Q3,2014Q3,Brazil,Biomass & Waste,Asset finance investments, 231.60 
2015,6,Q2,2015Q2,Brazil,Biofuels,Asset finance investments, 37.60 
2007,3,Q1,2007Q1,Brazil,Biofuels,Asset finance investments, 323.40 
2015,1,Q1,2015Q1,Brazil,Biofuels,Asset finance investments, 18.80 
2007,3,Q1,2007Q1,Brazil,Biofuels,Asset finance investments, 646.79 
2012,11,Q4,2012Q4,Brazil,Biofuels,Asset finance investments, 38.52 
2006,12,Q4,2006Q4,Brazil,Biofuels,Asset finance investments, 79.40 
2005,12,Q4,< 2006,Brazil,Biomass & Waste,Asset finance investments, 21.53 
2008,7,Q3,2008Q3,Brazil,Biomass & Waste,Asset finance investments, 27.42 
2006,12,Q4,2006Q4,Brazil,Biofuels,Asset finance investments, 16.15 
2006,2,Q1,2006Q1,Brazil,Biofuels,Asset finance investments, 81.56 
2008,6,Q2,2008Q2,Brazil,Biofuels,Asset finance investments, 93.79 
2012,12,Q4,2012Q4,Brazil,Biofuels,Asset finance investments, 11.85 
2008,12,Q4,2008Q4,Brazil,Biofuels,Asset finance investments, 70.77 
2008,6,Q2,2008Q2,Brazil,Biofuels,VC/PE investments, 144.00 
2008,2,Q1,2008Q1,Brazil,Biofuels,Asset finance investments, 14.48 
2006,12,Q4,2006Q4,Brazil,Biofuels,Asset finance investments, 1.62 
2005,1,Q1,< 2006,Brazil,Small Hydro,Asset finance investments, 61.76 
2007,10,Q4,2007Q4,Brazil,Biofuels,Asset finance investments, 192.63 
2007,6,Q2,2007Q2,Brazil,Small Hydro,Asset finance investments, 267.90 
2005,11,Q4,< 2006,Brazil,Small Hydro,Asset finance investments, 14.06 
2005,11,Q4,< 2006,Brazil,Small Hydro,Asset finance investments, 14.06 
2011,12,Q4,2011Q4,Brazil,Wind,Asset finance investments, 321.92 
2014,11,Q4,2014Q4,Brazil,Wind,Asset finance investments, 306.00 
2011,11,Q4,2011Q4,Brazil,Small Hydro,Asset finance investments, 43.52 
2006,12,Q4,2006Q4,Brazil,Biofuels,Asset finance investments, 1.93 
2007,11,Q4,2007Q4,Brazil,Biofuels,Asset finance investments, 51.41 
2011,4,Q2,2011Q2,Brazil,Biofuels,Asset finance investments, 15.12 
2006,12,Q4,2006Q4,Brazil,Biofuels,Asset finance investments, 1.08 
2012,10,Q4,2012Q4,Brazil,Small Hydro,Asset finance investments, 5.01 
2012,11,Q4,2012Q4,Brazil,Small Hydro,Asset finance investments, 8.37 
2008,12,Q4,2008Q4,Brazil,Biomass & Waste,Asset finance investments, 29.31 
2011,8,Q3,2011Q3,Brazil,Small Hydro,Asset finance investments, 47.50 
2016,5,Q2,2016Q2,Brazil,Wind,Asset finance investments, 485.52 
2014,1,Q1,2014Q1,Brazil,Wind,Asset finance investments, 292.13 
2008,10,Q4,2008Q4,Brazil,Biofuels,Asset finance investments, 7.05 
2017,9,Q3,2017Q3,Brazil,Small Hydro,Asset finance investments, 8.00 
2005,12,Q4,< 2006,Brazil,Small Hydro,Asset finance investments, 49.68 
2007,7,Q3,2007Q3,Brazil,Small Hydro,Asset finance investments, 60.79 
2007,8,Q3,2007Q3,Brazil,Small Hydro,Asset finance investments, 67.15 
2009,1,Q1,2009Q1,Brazil,Biofuels,Asset finance investments, 28.05 
2005,11,Q4,< 2006,Brazil,Small Hydro,Asset finance investments, 14.56 
2007,3,Q1,2007Q1,Brazil,Biomass & Waste,Asset finance investments, 98.70 
2006,8,Q3,2006Q3,Brazil,Biomass & Waste,Asset finance investments, 49.63 
2009,5,Q2,2009Q2,Brazil,Biomass & Waste,Asset finance investments, 89.42 
2008,8,Q3,2008Q3,Brazil,Biofuels,Asset finance investments, 283.25 
2008,9,Q3,2008Q3,Brazil,Biofuels,FALSE, 488.61 
2005,11,Q4,< 2006,Brazil,Biofuels,FALSE, 408.05 
2007,12,Q4,2007Q4,Brazil,Biofuels,FALSE, 966.80 
2006,7,Q3,2006Q3,Brazil,Biomass & Waste,Asset finance investments, 119.21 
2008,12,Q4,2008Q4,Brazil,Small Hydro,Asset finance investments, 8.01 
2009,6,Q2,2009Q2,Brazil,Small Hydro,Asset finance investments, 6.74 
2012,1,Q1,2012Q1,Brazil,Small Hydro,Asset finance investments, 6.45 
2017,9,Q3,2017Q3,Brazil,Small Hydro,Asset finance investments, 9.00 
2012,11,Q4,2012Q4,Brazil,Biomass & Waste,Asset finance investments, 75.70 
2009,8,Q3,2009Q3,Brazil,Biomass & Waste,Asset finance investments, 52.22 
2012,11,Q4,2012Q4,Brazil,Biomass & Waste,Asset finance investments, 76.22 
2013,7,Q3,2013Q3,Brazil,Wind,FALSE, 165.89 
